RPM,AF,EGT,IP,EP,label,zone
2043.5,13.4442,352.9332,1.5856,1.4507,HEALTHY,NONE
1738.6,8.3794,332.7524,1.219,1.1355,HEALTHY,NONE
2151.5,15.0,368.0242,1.6723,1.5972,HEALTHY,NONE
2100.9,14.1335,347.0061,1.6031,1.5322,HEALTHY,NONE
1800.3,9.4821,340.9385,1.296,1.2122,HEALTHY,NONE
2025.6,13.0144,361.3985,1.5702,1.4869,HEALTHY,NONE
2028.2,13.039,351.443,1.5638,1.4466,HEALTHY,NONE
1572.2,5.8126,327.6591,1.0779,0.9639,HEALTHY,NONE
2131.8,15.0,354.8021,1.6764,1.5558,HEALTHY,NONE
1853.7,10.5031,341.7819,1.3419,1.2471,HEALTHY,NONE
2078.5,13.788,360.7903,1.6015,1.4964,HEALTHY,NONE
1724.0,8.1077,325.1424,1.2076,1.1137,HEALTHY,NONE
2126.9,14.9512,364.0105,1.6872,1.5678,HEALTHY,NONE
1772.4,8.8963,331.5023,1.2519,1.2228,HEALTHY,NONE
1507.6,4.7008,324.0461,1.0061,0.8739,HEALTHY,NONE
2133.8,15.0,354.5421,1.6859,1.5598,HEALTHY,NONE
1563.9,5.5055,331.1378,1.086,0.9481,HEALTHY,NONE
1723.5,8.2635,328.1854,1.2145,1.1306,HEALTHY,NONE
2165.0,15.0,360.563,1.7163,1.6073,HEALTHY,NONE
2165.4,15.0,368.3928,1.7481,1.6281,HEALTHY,NONE
1901.4,11.1899,338.2545,1.4035,1.2673,HEALTHY,NONE
1942.3,11.5681,348.0628,1.4295,1.3125,HEALTHY,NONE
1813.9,9.7845,337.3857,1.2832,1.2109,HEALTHY,NONE
1705.2,7.9475,337.3918,1.2171,1.1248,HEALTHY,NONE
1730.1,8.4371,336.599,1.1921,1.0985,HEALTHY,NONE
1970.8,12.3039,345.3307,1.4837,1.331,HEALTHY,NONE
2026.7,13.3844,353.7725,1.5606,1.4632,HEALTHY,NONE
2054.1,13.6451,361.727,1.5853,1.4865,HEALTHY,NONE
2052.7,13.5396,351.6821,1.5886,1.4583,HEALTHY,NONE
1563.8,5.6682,331.791,1.0538,0.9296,HEALTHY,NONE
1846.1,10.3235,335.8383,1.3813,1.2364,HEALTHY,NONE
1540.3,5.274,322.2324,1.0047,0.926,HEALTHY,NONE
1884.7,10.8757,346.5955,1.3841,1.2851,HEALTHY,NONE
1809.1,9.5344,347.8741,1.3001,1.2254,HEALTHY,NONE
2121.4,14.6216,357.8477,1.6713,1.4976,HEALTHY,NONE
1745.6,8.3973,335.7167,1.2647,1.1296,HEALTHY,NONE
1581.9,6.2068,329.0938,1.078,0.9464,HEALTHY,NONE
1600.1,6.053,323.7527,1.1123,0.9835,HEALTHY,NONE
2033.1,13.1799,354.6754,1.5352,1.448,HEALTHY,NONE
1932.8,11.5442,351.0493,1.4832,1.3658,HEALTHY,NONE
1570.8,5.897,326.2788,1.0873,0.9197,HEALTHY,NONE
1558.9,5.5248,325.5935,1.0586,0.9448,HEALTHY,NONE
1990.7,12.7815,350.8633,1.5484,1.4239,HEALTHY,NONE
1550.9,5.3388,325.3631,1.0022,0.9724,HEALTHY,NONE
2075.3,14.013,353.4344,1.5941,1.495,HEALTHY,NONE
1994.4,12.5291,360.2171,1.502,1.4232,HEALTHY,NONE
1556.9,5.8594,326.6121,1.0563,0.9057,HEALTHY,NONE
1559.4,5.3992,326.1776,1.0235,0.8966,HEALTHY,NONE
2190.6,15.0,356.2947,1.745,1.6467,HEALTHY,NONE
1762.0,8.9687,341.8204,1.2919,1.1643,HEALTHY,NONE
1759.4,8.8944,337.0664,1.2756,1.1853,HEALTHY,NONE
2069.0,13.8402,350.2011,1.6034,1.4703,HEALTHY,NONE
2163.1,15.0,364.7602,1.6802,1.6103,HEALTHY,NONE
2190.2,15.0,366.6081,1.7124,1.6667,HEALTHY,NONE
2027.4,13.1692,348.3661,1.5776,1.461,HEALTHY,NONE
1763.4,9.0409,328.8364,1.2815,1.1715,HEALTHY,NONE
1558.5,5.8937,332.9601,1.0427,0.9436,HEALTHY,NONE
2044.0,13.3783,348.777,1.5623,1.4392,HEALTHY,NONE
1890.9,10.7652,348.4973,1.3639,1.3315,HEALTHY,NONE
1797.0,9.4293,329.9973,1.281,1.1902,HEALTHY,NONE
2134.4,15.0,361.1854,1.7071,1.5789,HEALTHY,NONE
1577.8,5.757,322.8361,1.0389,0.9332,HEALTHY,NONE
1844.8,10.4674,345.8957,1.3582,1.2308,HEALTHY,NONE
1507.9,4.9921,325.4687,1.0088,0.9173,HEALTHY,NONE
1828.1,9.8656,336.6334,1.3111,1.2292,HEALTHY,NONE
1539.4,5.3377,324.9354,1.0265,0.9519,HEALTHY,NONE
1583.2,6.2086,332.5902,1.0891,0.9687,HEALTHY,NONE
1582.3,5.8927,329.6429,1.0696,0.9325,HEALTHY,NONE
1954.4,11.9744,350.6444,1.5308,1.3912,HEALTHY,NONE
2022.2,13.0205,360.9938,1.5136,1.4352,HEALTHY,NONE
1908.4,11.1028,337.5967,1.4445,1.3373,HEALTHY,NONE
2173.5,15.0,366.7621,1.7078,1.6118,HEALTHY,NONE
1762.4,8.6969,338.6422,1.2803,1.134,HEALTHY,NONE
1700.0,7.8702,330.506,1.206,1.1004,HEALTHY,NONE
2108.0,14.388,348.7494,1.6255,1.5841,HEALTHY,NONE
1656.5,7.1927,331.8803,1.1545,1.0598,HEALTHY,NONE
2174.3,15.0,363.321,1.6749,1.6109,HEALTHY,NONE
1508.5,4.7992,324.7877,1.0013,0.9107,HEALTHY,NONE
2178.9,15.0,366.5015,1.7231,1.6213,HEALTHY,NONE
1530.2,4.8036,319.2547,1.0256,0.917,HEALTHY,NONE
2123.8,14.8163,356.1296,1.6784,1.5354,HEALTHY,NONE
1869.4,10.8052,337.2076,1.3884,1.2857,HEALTHY,NONE
2195.1,15.0,361.5719,1.7376,1.6554,HEALTHY,NONE
1551.7,5.7025,332.0173,1.0185,0.9194,HEALTHY,NONE
1887.7,10.9817,342.2811,1.3867,1.3294,HEALTHY,NONE
2178.5,15.0,345.9045,1.7404,1.6148,HEALTHY,NONE
1866.2,10.5602,344.3032,1.4063,1.2598,HEALTHY,NONE
1940.6,11.863,349.2126,1.4536,1.3783,HEALTHY,NONE
1987.0,12.5463,351.3727,1.5097,1.403,HEALTHY,NONE
1818.2,9.8686,347.0878,1.3074,1.2406,HEALTHY,NONE
1939.3,11.6202,341.6093,1.4804,1.3511,HEALTHY,NONE
1909.0,11.2912,348.8521,1.4374,1.3229,HEALTHY,NONE
2130.8,14.6622,362.5031,1.7037,1.5748,HEALTHY,NONE
1531.8,5.112,317.6977,0.997,0.9204,HEALTHY,NONE
1696.7,7.6754,336.432,1.186,1.0536,HEALTHY,NONE
2165.3,15.0,355.7435,1.7069,1.5799,HEALTHY,NONE
2123.2,14.9356,355.7516,1.6695,1.5752,HEALTHY,NONE
1819.0,9.9642,342.6864,1.322,1.2237,HEALTHY,NONE
1934.1,11.7651,344.2685,1.4338,1.3408,HEALTHY,NONE
1694.2,7.6063,331.3298,1.2084,1.0636,HEALTHY,NONE
1631.7,6.7061,331.755,1.1374,1.0014,HEALTHY,NONE
1824.6,10.0741,335.7932,1.3141,1.192,HEALTHY,NONE
1747.3,8.6567,331.9382,1.2757,1.1465,HEALTHY,NONE
1908.6,11.6062,348.8248,1.447,1.3116,HEALTHY,NONE
1554.4,5.5554,321.9767,1.0418,0.9197,HEALTHY,NONE
2182.1,15.0,362.4354,1.7221,1.6192,HEALTHY,NONE
2190.3,15.0,361.8303,1.7406,1.6368,HEALTHY,NONE
1988.7,12.5824,340.8066,1.4934,1.4525,HEALTHY,NONE
1875.3,10.6938,340.3755,1.388,1.2572,HEALTHY,NONE
1716.7,8.2425,341.804,1.1722,1.1384,HEALTHY,NONE
2069.7,14.0228,348.577,1.616,1.5179,HEALTHY,NONE
1979.3,12.2915,346.6436,1.4692,1.3848,HEALTHY,NONE
1613.8,6.2635,333.0019,1.1337,1.0077,HEALTHY,NONE
2137.6,14.7101,360.7994,1.6657,1.5632,HEALTHY,NONE
2075.8,14.0551,352.5311,1.6009,1.5088,HEALTHY,NONE
2164.9,15.0,355.2554,1.6893,1.632,HEALTHY,NONE
2008.0,12.5533,357.512,1.5258,1.4437,HEALTHY,NONE
1929.4,11.6555,355.164,1.4746,1.3564,HEALTHY,NONE
1792.8,9.7484,344.5328,1.2481,1.1893,HEALTHY,NONE
2152.9,15.0,358.0721,1.7144,1.5592,HEALTHY,NONE
2106.2,14.6004,351.2709,1.645,1.534,HEALTHY,NONE
1531.7,5.1384,322.4304,0.9902,0.9385,HEALTHY,NONE
1518.5,4.8966,328.5354,0.9785,0.8695,HEALTHY,NONE
1763.5,9.0365,340.2682,1.2996,1.145,HEALTHY,NONE
2067.4,13.7989,360.3774,1.5771,1.4985,HEALTHY,NONE
2191.1,15.0,362.8069,1.7073,1.6106,HEALTHY,NONE
1605.3,6.3724,322.7492,1.1171,0.9785,HEALTHY,NONE
1915.9,11.2774,351.0543,1.4383,1.3231,HEALTHY,NONE
1766.6,9.0978,333.3409,1.2507,1.1422,HEALTHY,NONE
2178.9,15.0,357.0271,1.7215,1.5977,HEALTHY,NONE
2089.5,14.0885,355.7252,1.5995,1.5341,HEALTHY,NONE
2086.8,14.2392,364.3198,1.6391,1.491,HEALTHY,NONE
1828.1,9.8142,356.9539,1.3574,1.2042,HEALTHY,NONE
1790.4,9.3397,342.5523,1.3059,1.1827,HEALTHY,NONE
1691.4,7.7235,333.6533,1.195,1.1024,HEALTHY,NONE
1539.5,5.416,329.6457,1.0581,0.9189,HEALTHY,NONE
2105.3,14.5305,359.7036,1.6372,1.5279,HEALTHY,NONE
2069.0,13.8654,351.8482,1.5742,1.4987,HEALTHY,NONE
2199.8,15.0,368.9662,1.7488,1.6049,HEALTHY,NONE
2197.6,15.0,361.0326,1.7792,1.6473,HEALTHY,NONE
1888.8,11.0205,346.9288,1.3818,1.3098,HEALTHY,NONE
2038.3,13.3706,355.2442,1.5572,1.4562,HEALTHY,NONE
2161.3,15.0,360.1747,1.7064,1.6181,HEALTHY,NONE
2094.8,14.1279,358.9324,1.6247,1.5032,HEALTHY,NONE
1673.1,7.3823,330.5709,1.1483,1.0905,HEALTHY,NONE
1815.4,9.6509,337.9775,1.3449,1.2255,HEALTHY,NONE
1590.4,6.054,324.0198,1.1246,0.9714,HEALTHY,NONE
2167.8,15.0,360.5893,1.709,1.6047,HEALTHY,NONE
1924.3,11.5942,350.1108,1.4226,1.3385,HEALTHY,NONE
1660.0,7.2045,335.2914,1.1228,1.0782,HEALTHY,NONE
1970.2,12.334,356.882,1.4957,1.369,HEALTHY,NONE
1932.7,11.6606,346.6065,1.4719,1.3345,HEALTHY,NONE
1750.7,8.3939,340.8794,1.2617,1.1729,HEALTHY,NONE
1579.5,5.7635,323.516,1.0663,0.9544,HEALTHY,NONE
1970.1,12.238,346.5696,1.4786,1.4084,HEALTHY,NONE
1864.2,10.3554,346.6885,1.3536,1.3094,HEALTHY,NONE
2040.6,13.4969,356.2767,1.5837,1.4589,HEALTHY,NONE
1864.1,10.7648,341.7359,1.3936,1.289,HEALTHY,NONE
2096.5,14.4993,354.4684,1.5967,1.5046,HEALTHY,NONE
1886.3,10.8647,336.7274,1.4312,1.3145,HEALTHY,NONE
1892.7,11.2232,342.8477,1.4178,1.3103,HEALTHY,NONE
2113.7,14.6175,360.1348,1.6742,1.5557,HEALTHY,NONE
1782.4,9.1558,341.9979,1.2598,1.1737,HEALTHY,NONE
1593.8,6.0454,332.1939,1.0545,0.9486,HEALTHY,NONE
1520.1,4.8935,326.2563,0.9989,0.9119,HEALTHY,NONE
2028.6,13.1531,351.4651,1.564,1.4126,HEALTHY,NONE
1934.2,11.7013,343.4092,1.4874,1.3451,HEALTHY,NONE
1992.9,12.6539,353.1369,1.5292,1.4339,HEALTHY,NONE
1649.1,7.037,334.5586,1.137,1.0457,HEALTHY,NONE
1595.5,6.2298,332.2331,1.0631,1.0226,HEALTHY,NONE
1510.2,4.9554,322.8789,1.0157,0.9116,HEALTHY,NONE
1745.4,8.7463,326.5038,1.2272,1.1334,HEALTHY,NONE
1912.9,11.1069,351.1329,1.4609,1.3289,HEALTHY,NONE
1774.6,8.6952,336.3344,1.2724,1.1772,HEALTHY,NONE
1806.2,9.7336,335.9977,1.3443,1.1808,HEALTHY,NONE
2132.9,14.7034,360.1129,1.6807,1.5484,HEALTHY,NONE
1743.8,8.5436,335.2289,1.2419,1.1335,HEALTHY,NONE
1859.8,10.2894,348.2893,1.3602,1.2299,HEALTHY,NONE
2048.6,13.2658,355.5129,1.5688,1.4765,HEALTHY,NONE
1777.6,9.2085,342.2968,1.2899,1.1764,HEALTHY,NONE
1935.5,11.8099,339.9433,1.4543,1.3193,HEALTHY,NONE
2103.7,14.346,361.2424,1.6235,1.5435,HEALTHY,NONE
2164.7,15.0,359.5395,1.6983,1.616,HEALTHY,NONE
1603.0,6.2042,328.3012,1.0933,0.9963,HEALTHY,NONE
2148.6,15.0,358.1475,1.6416,1.5777,HEALTHY,NONE
1844.5,9.9939,333.3429,1.3632,1.2658,HEALTHY,NONE
1680.8,7.5797,336.0818,1.1567,1.0899,HEALTHY,NONE
1821.4,9.8379,335.9229,1.3059,1.2351,HEALTHY,NONE
2186.0,15.0,352.5378,1.6911,1.6083,HEALTHY,NONE
1844.8,10.2394,334.6298,1.3185,1.2599,HEALTHY,NONE
1730.1,8.2093,342.0697,1.2027,1.1538,HEALTHY,NONE
1943.4,12.0043,344.0227,1.4472,1.3495,HEALTHY,NONE
1668.1,7.3223,341.0737,1.2016,1.1045,HEALTHY,NONE
1553.1,5.471,324.9762,1.0271,0.9271,HEALTHY,NONE
1590.2,5.9389,320.974,1.0815,0.9786,HEALTHY,NONE
1589.6,6.0029,323.899,1.0853,0.9639,HEALTHY,NONE
1606.3,6.2084,336.4957,1.0981,0.9999,HEALTHY,NONE
1597.2,6.1663,329.0795,1.084,0.9507,HEALTHY,NONE
1948.6,12.1667,344.6892,1.4432,1.3561,HEALTHY,NONE
1627.3,6.4767,332.1659,1.1472,0.9964,HEALTHY,NONE
1742.0,8.3058,339.6073,1.2789,1.1454,HEALTHY,NONE
2127.8,15.0,361.9746,1.6279,1.5814,HEALTHY,NONE
1831.8,9.9776,348.8312,1.3197,1.2531,HEALTHY,NONE
1967.3,12.1135,346.5657,1.4817,1.3399,HEALTHY,NONE
1620.6,6.7296,324.401,1.0917,1.0518,HEALTHY,NONE
1634.6,6.7102,329.6628,1.1363,1.032,HEALTHY,NONE
1528.6,5.3505,327.7318,0.9965,0.8955,HEALTHY,NONE
1618.3,6.6368,326.0939,1.1517,1.0115,HEALTHY,NONE
1695.0,7.7108,329.9649,1.2155,1.0953,HEALTHY,NONE
1623.9,6.9507,332.9143,1.1188,1.0012,HEALTHY,NONE
1562.1,5.5305,327.8613,1.068,0.9514,HEALTHY,NONE
1584.4,6.0963,329.3862,1.0938,0.9595,HEALTHY,NONE
1822.5,9.9038,337.3348,1.3189,1.2221,HEALTHY,NONE
1644.4,7.1563,331.0697,1.1205,1.0231,HEALTHY,NONE
1755.0,8.994,333.1283,1.2584,1.1282,HEALTHY,NONE
1852.4,10.3493,347.0706,1.3798,1.2655,HEALTHY,NONE
1983.3,12.3609,354.3401,1.5075,1.4164,HEALTHY,NONE
1527.5,5.1278,317.145,0.9783,0.9202,HEALTHY,NONE
2059.6,13.6139,348.3318,1.5715,1.504,HEALTHY,NONE
1939.5,12.0642,339.4939,1.4557,1.3637,HEALTHY,NONE
1557.2,5.5627,324.6114,1.0406,0.9315,HEALTHY,NONE
2111.5,14.5054,355.1581,1.6834,1.5607,HEALTHY,NONE
2144.6,15.0,349.9823,1.6521,1.5527,HEALTHY,NONE
1542.8,5.1047,322.5284,1.0365,0.9084,HEALTHY,NONE
1693.8,7.6187,329.6709,1.2202,1.0711,HEALTHY,NONE
2064.3,13.9729,354.2534,1.6381,1.5143,HEALTHY,NONE
2023.8,13.0344,351.5358,1.5406,1.4675,HEALTHY,NONE
1629.2,6.5556,327.8495,1.1301,1.03,HEALTHY,NONE
1646.5,7.0759,333.2113,1.1505,1.0605,HEALTHY,NONE
1759.3,9.0082,335.2331,1.2655,1.144,HEALTHY,NONE
1839.2,10.2371,340.6,1.3463,1.2552,HEALTHY,NONE
1932.8,11.8018,355.0062,1.4586,1.3474,HEALTHY,NONE
1758.2,8.6991,344.6143,1.2097,1.1773,HEALTHY,NONE
1823.8,9.6656,334.6908,1.3452,1.2292,HEALTHY,NONE
2023.2,13.3492,355.3101,1.5506,1.4404,HEALTHY,NONE
1525.7,4.9805,330.3409,1.0034,0.9187,HEALTHY,NONE
1676.7,7.4485,328.094,1.2128,1.0894,HEALTHY,NONE
1999.3,12.9346,354.0611,1.5086,1.4088,HEALTHY,NONE
2126.6,14.89,364.0219,1.6523,1.5591,HEALTHY,NONE
1858.2,10.5069,337.296,1.4087,1.2477,HEALTHY,NONE
1872.5,10.996,339.0365,1.3678,1.2344,HEALTHY,NONE
1575.0,5.7352,333.8393,1.0504,0.9655,HEALTHY,NONE
1813.2,9.8458,342.0169,1.3171,1.2322,HEALTHY,NONE
1872.8,10.6856,346.399,1.4016,1.29,HEALTHY,NONE
1669.7,7.4129,335.1894,1.1684,1.0253,HEALTHY,NONE
1688.5,7.9068,336.377,1.1588,1.0776,HEALTHY,NONE
1764.1,8.9841,331.5726,1.2561,1.1224,HEALTHY,NONE
1514.0,4.9204,330.9391,0.9831,0.9226,HEALTHY,NONE
1725.5,8.4401,342.1207,1.2232,1.1031,HEALTHY,NONE
1648.0,6.9645,331.2537,1.1492,1.0658,HEALTHY,NONE
1729.2,8.2151,336.245,1.2373,1.1478,HEALTHY,NONE
1583.8,5.8183,321.5361,1.0355,0.953,HEALTHY,NONE
2123.4,14.4583,358.7397,1.6781,1.5341,HEALTHY,NONE
1915.5,11.6799,348.636,1.4362,1.3381,HEALTHY,NONE
1975.4,12.1799,348.4576,1.5238,1.3792,HEALTHY,NONE
2052.4,13.5657,358.2428,1.5887,1.4818,HEALTHY,NONE
1848.9,10.2463,340.7751,1.3808,1.2492,HEALTHY,NONE
1560.8,5.6471,330.8652,1.0554,0.9104,HEALTHY,NONE
1876.0,10.8505,338.7004,1.4151,1.2436,HEALTHY,NONE
1910.8,11.4237,345.4217,1.4364,1.3305,HEALTHY,NONE
2021.8,13.0134,350.2186,1.5446,1.4353,HEALTHY,NONE
1802.2,9.5022,341.2346,1.3535,1.197,HEALTHY,NONE
1589.3,6.1065,327.6177,1.0947,0.9909,HEALTHY,NONE
1698.6,7.8057,334.2748,1.2071,1.1191,HEALTHY,NONE
1754.2,8.9873,341.8381,1.2304,1.1505,HEALTHY,NONE
1952.1,12.041,345.4233,1.4451,1.3641,HEALTHY,NONE
1899.5,11.2219,336.9444,1.4196,1.3238,HEALTHY,NONE
1749.3,8.7661,346.2113,1.2535,1.1235,HEALTHY,NONE
2190.6,15.0,366.4353,1.7175,1.6342,HEALTHY,NONE
1924.0,11.5374,339.7408,1.4432,1.3514,HEALTHY,NONE
1666.1,7.1183,336.7515,1.1921,1.0739,HEALTHY,NONE
1571.2,5.8303,326.0475,1.0713,0.9186,HEALTHY,NONE
1607.0,6.2543,331.6675,1.0734,0.9809,HEALTHY,NONE
1672.2,7.333,335.0796,1.1647,1.0494,HEALTHY,NONE
1612.5,6.529,329.4518,1.086,1.0041,HEALTHY,NONE
1630.6,6.9216,327.611,1.114,1.0314,HEALTHY,NONE
1699.6,7.8612,331.5256,1.1884,1.1266,HEALTHY,NONE
1621.4,6.632,326.4871,1.1022,1.0019,HEALTHY,NONE
2127.7,15.0,352.2277,1.6364,1.5516,HEALTHY,NONE
1556.2,5.561,327.4723,1.0384,0.964,HEALTHY,NONE
1867.2,10.975,339.7791,1.3674,1.2846,HEALTHY,NONE
1787.3,9.3699,342.7741,1.2333,1.2173,HEALTHY,NONE
2187.7,15.0,366.8195,1.7677,1.6324,HEALTHY,NONE
1578.4,6.0001,326.0211,1.0869,0.942,HEALTHY,NONE
1778.5,9.1994,340.122,1.2748,1.1557,HEALTHY,NONE
2178.6,15.0,361.4299,1.7172,1.5858,HEALTHY,NONE
2105.9,14.5693,357.6528,1.6144,1.551,HEALTHY,NONE
2072.0,13.8959,353.9773,1.6349,1.5247,HEALTHY,NONE
1680.5,7.3647,337.74,1.214,1.113,HEALTHY,NONE
1619.6,6.526,333.3923,1.113,1.0267,HEALTHY,NONE
1968.1,12.0986,342.2142,1.5086,1.4114,HEALTHY,NONE
2150.6,15.0,361.8739,1.6898,1.5747,HEALTHY,NONE
1889.7,11.0403,348.9232,1.3764,1.28,HEALTHY,NONE
1900.1,11.3716,341.19,1.4062,1.3314,HEALTHY,NONE
1696.0,7.859,334.989,1.1954,1.1011,HEALTHY,NONE
2038.6,13.1954,355.3489,1.5557,1.467,HEALTHY,NONE
1630.9,6.808,330.5,1.1178,1.0299,HEALTHY,NONE
1726.6,8.477,341.6937,1.2242,1.1325,HEALTHY,NONE
1797.8,9.3649,351.7096,1.3017,1.229,HEALTHY,NONE
1855.3,10.3721,338.8364,1.3668,1.2917,HEALTHY,NONE
1669.7,7.3741,326.5791,1.143,1.0751,HEALTHY,NONE
1580.4,5.8012,330.5384,1.0529,0.9842,HEALTHY,NONE
1927.4,11.6626,349.9795,1.4184,1.3544,HEALTHY,NONE
1702.0,7.8802,333.9477,1.2189,1.0901,HEALTHY,NONE
1906.9,11.2937,352.6096,1.3796,1.3369,HEALTHY,NONE
1608.1,6.236,323.7097,1.1204,0.9694,HEALTHY,NONE
1836.8,10.0251,345.3045,1.3734,1.2667,HEALTHY,NONE
1872.8,10.7851,340.6113,1.3787,1.2609,HEALTHY,NONE
1536.3,5.1454,335.4107,0.9673,0.9251,HEALTHY,NONE
1735.6,8.7037,346.7437,1.2286,1.1189,HEALTHY,NONE
1594.1,6.082,325.8712,1.0809,0.9932,HEALTHY,NONE
1544.4,5.3666,324.4703,1.008,0.9275,HEALTHY,NONE
2193.0,15.0,363.9465,1.7221,1.6005,HEALTHY,NONE
1725.6,8.0696,334.3467,1.2556,1.1334,HEALTHY,NONE
2066.9,13.5706,353.1185,1.6088,1.4839,HEALTHY,NONE
1678.2,7.2823,334.0394,1.155,1.0911,HEALTHY,NONE
1977.1,12.5621,339.2542,1.466,1.398,HEALTHY,NONE
2032.2,13.1865,351.5388,1.5512,1.4657,HEALTHY,NONE
1916.9,11.7785,342.3987,1.4284,1.3135,HEALTHY,NONE
1830.1,9.8972,339.0396,1.3483,1.2266,HEALTHY,NONE
1788.3,9.3292,346.6326,1.2823,1.1838,HEALTHY,NONE
1744.2,8.8156,330.9279,1.2554,1.1623,HEALTHY,NONE
2150.7,15.0,361.5995,1.7251,1.62,HEALTHY,NONE
2081.4,14.3802,352.6769,1.6276,1.4952,HEALTHY,NONE
2175.5,15.0,357.3771,1.7125,1.635,HEALTHY,NONE
1587.0,6.1803,333.3023,1.0708,0.9311,HEALTHY,NONE
2011.6,13.0238,352.2806,1.5283,1.4116,HEALTHY,NONE
2156.8,15.0,360.695,1.7168,1.574,HEALTHY,NONE
1626.9,6.5925,336.1841,1.1052,0.9907,HEALTHY,NONE
1546.5,5.2457,325.6708,1.0314,0.8989,HEALTHY,NONE
2018.8,13.0511,347.878,1.5443,1.4515,HEALTHY,NONE
1902.1,11.1282,339.6808,1.4066,1.3123,HEALTHY,NONE
2089.3,14.1306,350.337,1.5923,1.5274,HEALTHY,NONE
1597.8,6.3074,344.6375,1.0927,1.0,HEALTHY,NONE
2056.7,13.8116,359.0578,1.5832,1.4897,HEALTHY,NONE
1641.1,6.9207,325.3016,1.1432,1.0464,HEALTHY,NONE
1614.6,6.6966,324.1157,1.0937,1.003,HEALTHY,NONE
1615.0,6.3107,333.1586,1.1293,0.9811,HEALTHY,NONE
2070.2,13.8592,356.2464,1.5815,1.5202,HEALTHY,NONE
1965.6,12.0794,351.0263,1.5198,1.3738,HEALTHY,NONE
1866.1,10.2883,342.0325,1.3426,1.2588,HEALTHY,NONE
1751.2,8.6854,336.9318,1.2614,1.1492,HEALTHY,NONE
2114.0,14.5832,357.3414,1.6562,1.5284,HEALTHY,NONE
1774.7,9.3076,339.165,1.2623,1.1699,HEALTHY,NONE
2071.6,14.0059,342.4845,1.6091,1.5075,HEALTHY,NONE
1807.4,9.4587,339.2207,1.3393,1.2207,HEALTHY,NONE
1763.9,9.1822,333.936,1.2221,1.1485,HEALTHY,NONE
1823.9,10.0637,342.0698,1.3417,1.2219,HEALTHY,NONE
1711.0,8.1308,350.4745,1.1592,1.1305,HEALTHY,NONE
2023.3,13.0916,353.0037,1.5289,1.4581,HEALTHY,NONE
1851.9,10.1926,341.0276,1.3947,1.3036,HEALTHY,NONE
1662.5,7.1999,337.7365,1.1448,1.0801,HEALTHY,NONE
2129.7,15.0,358.8985,1.6402,1.5866,HEALTHY,NONE
1768.7,9.2659,340.5367,1.2678,1.144,HEALTHY,NONE
1880.5,11.0331,347.0586,1.4345,1.3084,HEALTHY,NONE
2134.5,14.8615,367.0092,1.6323,1.5679,HEALTHY,NONE
1937.0,11.5525,341.1939,1.4334,1.3434,HEALTHY,NONE
1581.8,5.9636,331.4596,1.0988,0.9722,HEALTHY,NONE
2157.9,15.0,353.2622,1.7314,1.6132,HEALTHY,NONE
1939.4,11.8085,349.7473,1.455,1.3671,HEALTHY,NONE
1734.4,8.4032,332.1283,1.2097,1.117,HEALTHY,NONE
1597.5,6.1274,327.7877,1.1278,1.0007,HEALTHY,NONE
2055.8,13.415,351.3154,1.6153,1.4707,HEALTHY,NONE
1934.1,11.7501,351.5816,1.4648,1.3556,HEALTHY,NONE
1873.4,10.6067,348.2634,1.3692,1.2794,HEALTHY,NONE
2125.7,14.6161,350.0577,1.6584,1.555,HEALTHY,NONE
2052.0,13.1615,352.8756,1.5761,1.4947,HEALTHY,NONE
1606.2,6.3344,326.7607,1.1019,0.9745,HEALTHY,NONE
1718.2,8.4271,329.6177,1.2459,1.1558,HEALTHY,NONE
1673.9,7.6903,332.612,1.1864,1.0324,HEALTHY,NONE
2020.8,13.0153,349.4957,1.5239,1.4334,HEALTHY,NONE
1523.5,4.9027,338.3072,1.033,0.9129,HEALTHY,NONE
1898.9,11.1718,347.1109,1.4194,1.3248,HEALTHY,NONE
2033.7,13.1449,344.798,1.5732,1.4575,HEALTHY,NONE
2113.7,14.6418,352.8629,1.6757,1.5452,HEALTHY,NONE
1739.5,8.622,342.0798,1.2178,1.1482,HEALTHY,NONE
2074.9,14.1484,364.1862,1.6034,1.4995,HEALTHY,NONE
1577.4,5.8561,320.9422,1.0535,0.9919,HEALTHY,NONE
2092.5,14.2207,345.2262,1.5919,1.5401,HEALTHY,NONE
1589.2,5.9314,338.8169,1.0838,0.9943,HEALTHY,NONE
1778.1,9.0117,340.8531,1.3322,1.1626,HEALTHY,NONE
2058.1,13.6574,348.5639,1.5491,1.4844,HEALTHY,NONE
1604.9,6.3736,332.9203,1.0933,0.9879,HEALTHY,NONE
1660.5,7.3591,319.8451,1.167,1.0341,HEALTHY,NONE
2005.6,12.7163,350.2957,1.5314,1.4361,HEALTHY,NONE
2004.0,13.0354,351.8404,1.525,1.4165,HEALTHY,NONE
1948.8,11.8724,352.0615,1.4413,1.3804,HEALTHY,NONE
1985.8,12.5112,344.2187,1.5121,1.386,HEALTHY,NONE
1879.9,10.6801,344.4238,1.3773,1.3269,HEALTHY,NONE
1676.3,7.1152,329.1858,1.1276,1.0534,HEALTHY,NONE
1742.0,8.6808,338.3763,1.2666,1.1471,HEALTHY,NONE
1627.1,6.7898,326.8792,1.1372,1.0339,HEALTHY,NONE
2135.9,14.9152,354.7553,1.6715,1.559,HEALTHY,NONE
